Lats,Lons
70.31880446881664,-151.889493294363
70.31880446881664,-151.888582045487
70.13953662940659,-151.888582045487
70.13953662940659,-152.418142704513
70.14010155176746,-152.418142704513
70.14010155176746,-152.41962112863214
70.14013376875879,-152.41962112863214
70.14013376875879,-152.4204206341966
70.31940159615388,-152.4204206341966
70.31940159615388,-152.419070080637
70.3194321291807,-152.419070080637
70.3194321291807,-151.889493294363
70.31880446881664,-151.889493294363
70.31880446881664,-151.889493294363
,
60.77501867461632,-151.41935452989637
60.77501867461632,-151.78742447010362
60.77518442684724,-151.78742447010362
60.77518442684724,-151.78746592371567
60.9546743664064,-151.78746592371567
60.9546743664064,-151.78708153077218
60.95524335876293,-151.78708153077218
60.95524335876293,-151.41900313589383
60.77575343450566,-151.41900313589383
60.77575343450566,-151.41935452989637
60.77501867461632,-151.41935452989637
60.77501867461632,-151.41935452989637
,
70.43058351570625,-150.65912933157125
70.42943198554809,-150.65912933157125
70.42943198554809,-150.65859879650978
70.42932148665247,-150.65859879650978
70.42932148665247,-150.65751698242585
70.25005586580626,-150.65751698242585
70.25005586580626,-151.18993351757413
70.25016636691485,-151.18993351757413
70.25016636691485,-151.19101820349024
70.25092924956842,-151.19101820349024
70.25092924956842,-151.19862591728418
70.25250676539392,-151.19862591728418
70.25250676539392,-151.19914711987366
70.43177233715889,-151.19914711987366
70.43177233715889,-151.19748725792564
70.43226763220926,-151.19748725792564
70.43226763220926,-150.66499414207433
70.43198366838027,-150.66499414207433
70.43198366838027,-150.6609421331954
70.43139100763639,-150.6609421331954
70.43139100763639,-150.66032416991385
70.43084934638287,-150.66032416991385
70.43084934638287,-150.6598086266614
70.43058351570625,-150.6598086266614
70.43058351570625,-150.65912933157125
70.43058351570625,-150.65912933157125
,
70.4913078262894,-150.09481228645677
70.4913078262894,-150.093163427991
70.49145244984781,-150.093163427991
70.49145244984781,-150.09303523980697
70.4918585707997,-150.09303523980697
70.4918585707997,-150.0912561778709
70.49194940322771,-150.0912561778709
70.49194940322771,-150.0901127410399
70.49241931521046,-150.0901127410399
70.49241931521046,-150.0901075774028
70.49289097717595,-150.0901075774028
70.49289097717595,-150.08711812114095
70.49337300808578,-150.08711812114095
70.49337300808578,-150.0832907406109
70.49433671276643,-150.0832907406109
70.49433671276643,-149.71928496803608
70.54916304197833,-149.71928496803608
70.54916304197833,-149.71656309984522
70.55038325484594,-149.71656309984522
70.55038325484594,-149.71508072857813
70.55161130930297,-149.71508072857813
70.55161130930297,-149.17946560475588
70.5495979126544,-149.17946560475588
70.5495979126544,-149.17863205972571
70.37033469442876,-149.17863205972571
70.37033469442876,-149.18373428196392
70.36989981508808,-149.18373428196392
70.36989981508808,-149.33345095435834
70.23250256463498,-149.33345095435834
70.23250256463498,-149.334419687882
70.23242031380916,-149.334419687882
70.23242031380916,-149.3345979598363
70.23034320962054,-149.3345979598363
70.23034320962054,-149.6097539474941
70.19767721472641,-149.6097539474941
70.19767721472641,-149.61072174320168
70.19749221286621,-149.61072174320168
70.19749221286621,-149.6107997217912
70.19746162922539,-149.6107997217912
70.19746162922539,-149.61086198022113
70.19716758460204,-149.61086198022113
70.19716758460204,-149.61140479207924
70.19661145401,-149.61140479207924
70.19661145401,-149.61295404947623
70.19645740246094,-149.61295404947623
70.19645740246094,-149.61711145136908
70.19583299618216,-149.61711145136908
70.19583299618216,-149.62211077832498
70.19513243913745,-149.62211077832498
70.19513243913745,-150.153103971675
70.19537119153833,-150.153103971675
70.19537119153833,-150.1553971815408
70.19599769783835,-150.1553971815408
70.19599769783835,-150.15623242962823
70.19602109807366,-150.15623242962823
70.19602109807366,-150.15686906255613
70.19611517337864,-150.15686906255613
70.19611517337864,-150.15701930767275
70.19625312897826,-150.15701930767275
70.19625312897826,-150.15883900608824
70.19660550395017,-150.15883900608824
70.19660550395017,-150.15947601436358
70.1968657065666,-150.15947601436358
70.1968657065666,-150.1602409221381
70.19804788512015,-150.1602409221381
70.19804788512015,-150.16151527172212
70.3773145486772,-150.16151527172212
70.3773145486772,-150.15323092208376
70.37816690680619,-150.15323092208376
70.37816690680619,-150.1520368609706
70.37823180615614,-150.1520368609706
70.37823180615614,-150.1478091160607
70.37827603904648,-150.1478091160607
70.37827603904648,-150.09481228645677
70.4913078262894,-150.09481228645677
70.4913078262894,-150.09481228645677
,
70.16251986095804,-148.83901235209845
70.16251986095804,-148.8412021001466
70.16280219713443,-148.8412021001466
70.16280219713443,-148.84134290251617
70.16291419826224,-148.84134290251617
70.16291419826224,-148.84261601147517
70.16777158050321,-148.84261601147517
70.16777158050321,-148.89377524506835
70.19031991851547,-148.89377524506835
70.19031991851547,-148.93964754257664
70.21543539321672,-148.93964754257664
70.21543539321672,-149.14957353307162
70.39470170791381,-149.14957353307162
70.39470170791381,-149.14779685324467
70.39637389117713,-149.14779685324467
70.39637389117713,-149.1463771490621
70.39649968991807,-149.1463771490621
70.39649968991807,-149.14191822460475
70.39668354918902,-149.14191822460475
70.39668354918902,-149.1402461471708
70.39687918611993,-149.1402461471708
70.39687918611993,-149.13746759232274
70.39707012865333,-149.13746759232274
70.39707012865333,-149.1366066833617
70.39707225561622,-149.1366066833617
70.39707225561622,-149.13591732848414
70.3971480162133,-149.13591732848414
70.3971480162133,-149.13530545369113
70.3972539199545,-149.13530545369113
70.3972539199545,-149.01384399036525
70.39880366685993,-149.01384399036525
70.39880366685993,-149.0057374659409
70.39944765327243,-149.0057374659409
70.39944765327243,-149.00507739256796
70.39955005939053,-149.00507739256796
70.39955005939053,-149.00441636644567
70.39971308633051,-149.00441636644567
70.39971308633051,-149.00327010937977
70.39980065688279,-149.00327010937977
70.39980065688279,-149.0029000273948
70.39992237361346,-149.0029000273948
70.39992237361346,-149.00289735773467
70.40036361553499,-149.00289735773467
70.40036361553499,-148.99026540354092
70.40048231672817,-148.99026540354092
70.40048231672817,-148.9757649691438
70.40104585076178,-148.9757649691438
70.40104585076178,-148.97601002862788
70.40152058882725,-148.97601002862788
70.40152058882725,-148.97764176241228
70.4029717699587,-148.97764176241228
70.4029717699587,-148.98067458835908
70.58223433838197,-148.98067458835908
70.58223433838197,-148.96808493697932
70.58327049476101,-148.96808493697932
70.58327049476101,-148.96793640596428
70.58328707792967,-148.96793640596428
70.58328707792967,-148.43148609403573
70.5822570881561,-148.43148609403573
70.5822570881561,-148.4257544445899
70.58043763399976,-148.4257544445899
70.58043763399976,-148.42447491052687
70.41665482161623,-148.42447491052687
70.41665482161623,-148.26612430784976
70.41609125780745,-148.26612430784976
70.41609125780745,-148.26424638527158
70.41596229381932,-148.26424638527158
70.41596229381932,-148.25625194075985
70.41582103828748,-148.25625194075985
70.41582103828748,-148.25388556544863
70.41537450108629,-148.25388556544863
70.41537450108629,-148.24693250566003
70.41526675216383,-148.24693250566003
70.41526675216383,-148.2454968621295
70.41416891314296,-148.2454968621295
70.41416891314296,-148.24246111357584
70.44130699189483,-148.24246111357584
70.44130699189483,-148.24082876958732
70.44144964046987,-148.24082876958732
70.44144964046987,-148.24051600529242
70.44170857121667,-148.24051600529242
70.44170857121667,-148.2400740407828
70.44254129623201,-148.2400740407828
70.44254129623201,-148.239636661658
70.44277637007431,-148.239636661658
70.44277637007431,-148.23947595171742
70.44284867093953,-148.23947595171742
70.44284867093953,-148.23691323834598
70.44388183522294,-148.23691323834598
70.44388183522294,-148.2323720340584
70.44414421355467,-148.2323720340584
70.44414421355467,-147.6995699659416
70.4440843391527,-147.6995699659416
70.4440843391527,-147.6973162451938
70.44342850641762,-147.6973162451938
70.44342850641762,-147.6939692089661
70.4432662223243,-147.6939692089661
70.4432662223243,-147.69345689231844
70.44180230837561,-147.69345689231844
70.44180230837561,-147.6927926559914
70.44149532334683,-147.6927926559914
70.44149532334683,-147.69272468602344
70.44124549250917,-147.69272468602344
70.44124549250917,-147.69161785325588
70.26198011040731,-147.69161785325588
70.26198011040731,-147.6922722632611
70.26173814369527,-147.6922722632611
70.26173814369527,-147.69234232375695
70.26162369016657,-147.69234232375695
70.26162369016657,-147.69348728176186
70.26152123080584,-147.69348728176186
70.26152123080584,-147.69604252018658
70.26112818519775,-147.69604252018658
70.26112818519775,-147.6966716042265
70.26070855598972,-147.6966716042265
70.26070855598972,-148.05518607609523
70.17340447053986,-148.05518607609523
70.17340447053986,-148.05553311471195
70.17325796906529,-148.05553311471195
70.17325796906529,-148.0582128711206
70.17251996163688,-148.0582128711206
70.17251996163688,-148.05832028260963
70.17029160587266,-148.05832028260963
70.17029160587266,-148.16065226426977
70.16291705245769,-148.16065226426977
70.16291705245769,-148.16245752218515
70.16235288705442,-148.16245752218515
70.16235288705442,-148.1629111198772
70.16185560426894,-148.1629111198772
70.16185560426894,-148.16429762416897
70.1616567967113,-148.16429762416897
70.1616567967113,-148.16447465404593
70.16056171623887,-148.16447465404593
70.16056171623887,-148.302854578964
70.16027950506349,-148.302854578964
70.16027950506349,-148.83294875437002
70.16140706403772,-148.83294875437002
70.16140706403772,-148.83338817621868
70.16150597574809,-148.83338817621868
70.16150597574809,-148.83516108667118
70.16163985209626,-148.83516108667118
70.16163985209626,-148.83901235209845
70.16251986095804,-148.83901235209845
70.16251986095804,-148.83901235209845
,
65.19861614462343,-127.09396444203159
65.19861614462343,-127.09814084272183
65.3779932786447,-127.09814084272183
65.3779932786447,-127.09674995926007
65.37933341257792,-127.09674995926007
65.37933341257792,-127.09315746877435
65.38029533437921,-127.09315746877435
65.38029533437921,-126.66454853122566
65.37604971861377,-126.66454853122566
65.37604971861377,-126.66381232851244
65.19667253792487,-126.66381232851244
65.19667253792487,-127.09235233815356
65.1982048896796,-127.09235233815356
65.1982048896796,-127.09396444203159
65.19861614462343,-127.09396444203159
65.19861614462343,-127.09396444203159
,
58.744598071147855,-122.86071744880786
58.744598071147855,-122.51618455119214
58.74384434839499,-122.51618455119214
58.74384434839499,-122.51383506491302
58.74373534992507,-122.51383506491302
58.74373534992507,-122.51344500195137
58.56418458882068,-122.51344500195137
58.56418458882068,-122.5142244799978
58.5639116516498,-122.5142244799978
58.5639116516498,-122.5145396014448
58.56229696227966,-122.5145396014448
58.56229696227966,-122.51507213594527
58.56120728029106,-122.51507213594527
58.56120728029106,-122.85956719738871
58.5616232861405,-122.85956719738871
58.5616232861405,-122.86199791327552
58.564037986759416,-122.86199791327552
58.564037986759416,-122.86218007576296
58.564549618953095,-122.86218007576296
58.564549618953095,-122.86526674652688
58.74410036980105,-122.86526674652688
58.74410036980105,-122.86341673251042
58.74424974270421,-122.86341673251042
58.74424974270421,-122.86071744880786
58.744598071147855,-122.86071744880786
58.744598071147855,-122.86071744880786
,
48.56055278046103,-122.68546298690849
48.56055278046103,-122.41498867975751
48.38069580729162,-122.41498867975751
48.38069580729162,-122.68546298690849
48.56055278046103,-122.68546298690849
48.56055278046103,-122.68546298690849
,
56.73425193649674,-122.27732702227841
56.73425193649674,-122.52547978041184
56.73448641906218,-122.52547978041184
56.73448641906218,-122.52550782436244
56.914089405188314,-122.52550782436244
56.914089405188314,-122.25970861984216
56.96779089902323,-122.25970861984216
56.96779089902323,-122.2385371494879
57.03202813709999,-122.2385371494879
57.03202813709999,-122.09086237249076
57.04496095026014,-122.09086237249076
57.04496095026014,-122.08911292939194
57.045072348650955,-122.08911292939194
57.045072348650955,-122.08624717934248
57.04915822296372,-122.08624717934248
57.04915822296372,-121.95310273871465
57.132055317994435,-121.95310273871465
57.132055317994435,-121.95160240816226
57.13331117487787,-121.95160240816226
57.13331117487787,-121.95066280808831
57.1337090441384,-121.95066280808831
57.1337090441384,-121.76492049733842
57.164904108135175,-121.76492049733842
57.164904108135175,-121.43515861377357
57.16461827098659,-121.43515861377357
57.16461827098659,-121.43502323072536
57.16442397616902,-121.43502323072536
57.16442397616902,-121.43463318768683
57.090792038443844,-121.43463318768683
57.090792038443844,-121.40225648836271
57.136968872115155,-121.40225648836271
57.136968872115155,-121.40204523556153
57.13834226897122,-121.40204523556153
57.13834226897122,-121.07251876443846
57.137325866965625,-121.07251876443846
57.137325866965625,-121.07131401447549
57.13731061718559,-121.07131401447549
57.13731061718559,-121.07105333199037
57.13674931278223,-121.07105333199037
57.13674931278223,-121.07065469198955
57.13670087598093,-121.07065469198955
57.13670087598093,-121.07062428142403
57.13657654444107,-121.07062428142403
57.13657654444107,-121.06719474851587
57.13652496185174,-121.06719474851587
57.13652496185174,-121.06669547687447
56.95692840858909,-121.06669547687447
56.95692840858909,-121.07002654678033
56.95644576828408,-121.07002654678033
56.95644576828408,-121.29819397602489
56.91106382917664,-121.29819397602489
56.91106382917664,-121.29978791171155
56.910628406215785,-121.29978791171155
