Fire_Lons,Fire_Lats
141.609,-15.469
141.592,-15.472
141.556,-15.477
141.539,-15.479
141.521,-15.481
144.238,-15.08
144.006,-15.114
143.802,-15.144
143.787,-15.146
143.64,-15.168
143.625,-15.17
143.342,-15.211
143.039,-15.254
142.932,-15.27
142.808,-15.287
142.792,-15.29
142.682,-15.305
142.667,-15.307
142.635,-15.312
142.508,-15.33
142.492,-15.332
142.476,-15.334
142.46,-15.337
142.363,-15.35
142.134,-15.382
141.95,-15.408
141.933,-15.41
141.746,-15.436
141.729,-15.438
141.711,-15.44
141.694,-15.443
141.677,-15.445
141.659,-15.448
141.642,-15.45
141.607,-15.455
141.554,-15.462
141.537,-15.464
144.495,-15.027
144.048,-15.094
143.756,-15.137
143.712,-15.143
143.43,-15.184
143.205,-15.217
143.174,-15.221
143.113,-15.23
142.868,-15.265
142.852,-15.267
142.712,-15.287
142.68,-15.291
142.664,-15.293
142.601,-15.302
142.585,-15.305
142.474,-15.32
142.458,-15.323
142.442,-15.325
142.377,-15.334
142.28,-15.347
142.264,-15.35
142.247,-15.352
142.165,-15.363
141.999,-15.386
141.982,-15.389
141.914,-15.398
141.898,-15.4
141.881,-15.402
141.761,-15.419
141.744,-15.421
141.709,-15.426
141.692,-15.428
141.675,-15.431
141.657,-15.433
141.64,-15.435
141.622,-15.438
141.605,-15.44
141.587,-15.442
141.57,-15.445
144.435,-15.023
143.739,-15.126
143.547,-15.153
143.488,-15.162
143.443,-15.169
143.428,-15.171
143.308,-15.188
143.172,-15.207
142.866,-15.251
142.85,-15.253
142.741,-15.269
142.678,-15.277
142.662,-15.28
142.359,-15.322
142.294,-15.331
142.245,-15.338
142.229,-15.34
142.179,-15.347
142.163,-15.349
142.146,-15.351
142.03,-15.367
142.013,-15.37
141.997,-15.372
141.929,-15.381
141.776,-15.402
141.759,-15.404
141.742,-15.407
141.724,-15.409
141.707,-15.411
141.69,-15.414
141.672,-15.416
141.655,-15.418
141.638,-15.421
141.62,-15.423
141.603,-15.425
141.585,-15.428
141.568,-15.43
143.471,-15.151
143.291,-15.176
143.215,-15.187
142.676,-15.263
142.66,-15.266
142.47,-15.292
142.325,-15.312
142.308,-15.315
142.292,-15.317
142.276,-15.319
142.259,-15.321
142.161,-15.335
142.045,-15.351
142.011,-15.355
141.995,-15.358
141.961,-15.362
141.91,-15.369
141.893,-15.371
141.757,-15.39
141.74,-15.392
141.722,-15.394
141.705,-15.397
141.653,-15.404
141.635,-15.406
141.618,-15.409
141.601,-15.411
144.265,-15.022
143.801,-15.091
143.476,-15.139
143.417,-15.147
143.206,-15.178
142.947,-15.216
142.855,-15.229
142.683,-15.254
142.667,-15.256
142.651,-15.258
142.541,-15.274
142.509,-15.279
142.316,-15.306
142.3,-15.309
142.283,-15.311
142.267,-15.313
142.251,-15.316
142.169,-15.327
142.152,-15.33
142.003,-15.351
141.969,-15.356
141.936,-15.36
141.902,-15.365
141.885,-15.367
141.748,-15.387
141.731,-15.389
141.714,-15.391
141.697,-15.394
141.679,-15.396
141.662,-15.399
141.645,-15.401
141.627,-15.404
141.61,-15.406
141.575,-15.411
144.464,-14.978
144.436,-14.983
143.857,-15.069
143.548,-15.114
143.444,-15.13
142.96,-15.2
142.945,-15.202
142.744,-15.231
142.681,-15.24
142.281,-15.297
142.249,-15.302
142.232,-15.304
142.216,-15.306
142.183,-15.311
142.167,-15.313
142.134,-15.318
142.117,-15.32
142.101,-15.322
142.034,-15.332
141.917,-15.348
141.9,-15.351
141.746,-15.372
141.729,-15.375
141.712,-15.377
141.695,-15.379
141.677,-15.382
141.66,-15.384
141.643,-15.387
141.625,-15.389
141.608,-15.391
141.538,-15.401
143.738,-15.073
143.664,-15.083
143.427,-15.118
142.974,-15.184
142.958,-15.186
142.741,-15.217
142.694,-15.224
142.679,-15.226
142.616,-15.235
142.312,-15.278
142.295,-15.28
142.279,-15.283
142.263,-15.285
142.247,-15.287
142.214,-15.292
142.148,-15.301
141.965,-15.327
141.948,-15.329
141.915,-15.334
141.898,-15.336
141.881,-15.339
141.761,-15.355
141.744,-15.358
141.727,-15.36
141.71,-15.362
141.675,-15.367
141.641,-15.372
141.623,-15.374
141.553,-15.384
143.677,-15.068
143.603,-15.079
143.589,-15.081
143.574,-15.083
143.529,-15.089
143.44,-15.102
143.425,-15.105
143.395,-15.109
143.185,-15.139
143.033,-15.161
143.018,-15.163
142.972,-15.17
142.956,-15.172
142.724,-15.205
142.614,-15.221
142.439,-15.246
142.374,-15.255
142.31,-15.264
142.293,-15.266
142.113,-15.292
142.03,-15.303
142.013,-15.306
141.963,-15.313
141.946,-15.315
141.913,-15.32
141.777,-15.338
141.759,-15.341
141.742,-15.343
141.725,-15.346
141.69,-15.35
141.673,-15.353
141.656,-15.355
141.638,-15.357
141.621,-15.36
141.569,-15.367
141.551,-15.369
143.967,-15.011
143.69,-15.052
143.645,-15.059
143.572,-15.069
143.527,-15.076
143.198,-15.124
143.077,-15.141
143.061,-15.143
143.046,-15.145
142.846,-15.174
142.8,-15.181
142.722,-15.192
142.706,-15.194
142.404,-15.236
142.308,-15.25
142.275,-15.254
142.16,-15.27
142.111,-15.277
141.927,-15.303
141.91,-15.305
141.894,-15.307
141.774,-15.324
141.757,-15.326
141.74,-15.329
141.723,-15.331
141.706,-15.333
141.688,-15.336
141.671,-15.338
141.654,-15.34
141.567,-15.352
144.081,-14.981
143.256,-15.101
143.075,-15.127
143.059,-15.129
143.044,-15.132
142.86,-15.158
142.844,-15.16
142.829,-15.162
142.354,-15.229
142.305,-15.236
142.208,-15.249
142.076,-15.268
141.992,-15.279
141.925,-15.288
141.891,-15.293
141.807,-15.305
141.789,-15.307
141.755,-15.312
141.738,-15.314
141.721,-15.316
141.704,-15.319
141.686,-15.321
143.992,-14.98
143.685,-15.025
143.508,-15.051
143.057,-15.116
143.042,-15.118
143.011,-15.122
142.749,-15.159
142.702,-15.166
142.686,-15.168
142.206,-15.235
142.173,-15.24
142.14,-15.244
142.074,-15.253
142.04,-15.258
141.99,-15.265
141.77,-15.295
141.753,-15.297
141.736,-15.3
141.719,-15.302
141.701,-15.304
141.667,-15.309
141.65,-15.311
141.632,-15.314
144.509,-14.89
143.99,-14.967
143.888,-14.982
143.683,-15.012
143.536,-15.033
143.417,-15.05
143.387,-15.055
143.252,-15.074
142.917,-15.122
142.886,-15.126
142.871,-15.128
142.762,-15.143
142.653,-15.159
142.187,-15.223
142.121,-15.232
142.088,-15.237
142.072,-15.239
142.055,-15.241
141.768,-15.281
141.751,-15.283
141.734,-15.285
141.717,-15.287
141.699,-15.29
141.682,-15.292
141.665,-15.294
141.647,-15.297
143.894,-14.969
143.497,-15.028
143.348,-15.05
143.273,-15.061
142.878,-15.118
142.707,-15.143
142.629,-15.154
142.565,-15.163
142.534,-15.168
142.293,-15.202
142.244,-15.209
142.212,-15.214
142.195,-15.216
142.179,-15.218
142.163,-15.221
142.08,-15.232
142.064,-15.235
142.047,-15.237
141.98,-15.246
141.947,-15.251
141.778,-15.275
141.76,-15.278
141.743,-15.28
141.726,-15.282
141.709,-15.285
141.692,-15.287
141.657,-15.292
141.64,-15.294
144.023,-14.937
143.79,-14.971
143.658,-14.99
143.599,-14.999
143.54,-15.008
143.331,-15.038
143.166,-15.062
143.06,-15.078
143.044,-15.08
142.767,-15.12
142.752,-15.122
142.736,-15.124
142.611,-15.142
142.595,-15.145
142.579,-15.147
142.291,-15.188
142.275,-15.19
142.242,-15.195
142.226,-15.197
142.177,-15.204
142.095,-15.216
142.078,-15.218
142.062,-15.22
142.045,-15.223
142.028,-15.225
142.012,-15.227
141.995,-15.23
141.961,-15.235
141.775,-15.261
141.758,-15.263
141.741,-15.265
141.724,-15.268
141.707,-15.27
141.69,-15.273
141.672,-15.275
141.655,-15.277
141.638,-15.28
143.744,-14.964
143.67,-14.975
143.359,-15.02
142.781,-15.104
142.765,-15.106
142.624,-15.126
142.609,-15.128
142.593,-15.131
142.224,-15.183
142.208,-15.185
142.191,-15.188
142.126,-15.197
142.109,-15.199
142.093,-15.202
142.076,-15.204
142.059,-15.206
142.043,-15.209
142.026,-15.211
141.993,-15.216
141.976,-15.218
141.959,-15.22
141.943,-15.223
141.909,-15.227
141.756,-15.249
141.722,-15.253
141.67,-15.261
141.653,-15.263
141.636,-15.265
141.618,-15.268
143.771,-14.946
143.756,-14.948
143.742,-14.951
142.794,-15.088
142.779,-15.09
142.732,-15.097
142.716,-15.099
142.685,-15.103
142.669,-15.106
142.622,-15.112
142.238,-15.167
142.222,-15.169
142.206,-15.171
142.189,-15.173
142.173,-15.176
142.107,-15.185
142.09,-15.187
142.074,-15.19
142.057,-15.192
142.041,-15.194
141.974,-15.204
141.957,-15.206
141.941,-15.208
141.907,-15.213
141.788,-15.229
141.72,-15.239
141.651,-15.248
141.634,-15.251
141.616,-15.253
143.827,-14.924
143.74,-14.937
143.235,-15.011
142.73,-15.083
142.683,-15.09
142.667,-15.092
142.652,-15.094
142.62,-15.098
142.605,-15.101
142.236,-15.152
142.22,-15.155
142.187,-15.159
142.171,-15.162
142.154,-15.164
142.138,-15.166
142.121,-15.168
142.105,-15.171
142.088,-15.173
142.072,-15.175
142.055,-15.178
142.039,-15.18
142.022,-15.182
142.005,-15.185
141.989,-15.187
141.922,-15.196
141.905,-15.199
141.786,-15.215
141.701,-15.227
141.683,-15.229
141.631,-15.236
141.614,-15.239
144.504,-14.81
143.825,-14.911
143.752,-14.922
143.233,-14.997
143.021,-15.027
143.006,-15.03
142.775,-15.062
142.759,-15.065
142.743,-15.067
142.634,-15.082
142.331,-15.125
142.169,-15.147
142.152,-15.15
142.136,-15.152
142.07,-15.161
142.053,-15.163
142.037,-15.166
142.02,-15.168
142.003,-15.17
141.987,-15.173
141.97,-15.175
141.953,-15.177
141.936,-15.18
141.903,-15.184
141.886,-15.187
141.869,-15.189
141.818,-15.196
141.784,-15.2
141.75,-15.205
141.716,-15.21
141.698,-15.212
143.231,-14.983
143.216,-14.985
143.004,-15.016
142.788,-15.046
142.773,-15.049
142.695,-15.06
142.648,-15.066
142.585,-15.075
142.489,-15.088
142.216,-15.126
142.199,-15.129
142.183,-15.131
142.101,-15.142
142.084,-15.145
142.068,-15.147
142.051,-15.149
142.034,-15.151
142.001,-15.156
141.85,-15.177
141.833,-15.179
141.816,-15.181
141.799,-15.184
141.782,-15.186
141.748,-15.191
141.714,-15.195
141.696,-15.198
144.514,-14.781
143.244,-14.968
143.229,-14.97
143.184,-14.976
143.108,-14.987
143.047,-14.996
143.017,-15.0
142.692,-15.046
142.645,-15.052
142.63,-15.054
142.582,-15.061
142.567,-15.063
142.213,-15.112
142.197,-15.115
142.181,-15.117
142.164,-15.119
142.099,-15.128
142.082,-15.13
142.066,-15.133
142.049,-15.135
142.032,-15.137
142.016,-15.139
141.831,-15.165
141.814,-15.167
141.797,-15.169
141.78,-15.172
141.763,-15.174
141.746,-15.176
141.729,-15.179
141.711,-15.181
141.694,-15.183
144.303,-14.8
143.114,-14.976
143.069,-14.982
143.053,-14.985
142.962,-14.998
142.73,-15.031
142.684,-15.038
142.637,-15.045
142.589,-15.052
142.574,-15.054
142.494,-15.065
142.27,-15.097
142.156,-15.114
142.107,-15.121
142.09,-15.123
142.074,-15.125
142.057,-15.128
142.04,-15.13
142.024,-15.132
142.007,-15.135
141.823,-15.161
141.806,-15.163
141.772,-15.168
141.755,-15.17
141.72,-15.175
141.703,-15.178
141.686,-15.18
144.531,-14.752
144.517,-14.754
144.502,-14.757
144.488,-14.759
143.142,-14.958
142.96,-14.984
142.65,-15.029
142.634,-15.031
142.619,-15.033
142.603,-15.035
142.508,-15.049
142.332,-15.074
142.268,-15.083
142.154,-15.099
142.137,-15.102
142.104,-15.106
142.088,-15.109
142.071,-15.111
142.055,-15.113
142.038,-15.116
141.82,-15.146
141.752,-15.156
141.735,-15.158
141.718,-15.161
141.701,-15.163
141.684,-15.166
144.514,-14.741
144.5,-14.743
144.486,-14.745
144.4,-14.758
143.734,-14.857
143.155,-14.942
143.049,-14.957
142.757,-14.999
142.679,-15.01
142.664,-15.013
142.648,-15.015
142.632,-15.017
142.585,-15.024
142.427,-15.046
142.135,-15.088
142.119,-15.09
142.102,-15.092
142.086,-15.095
142.053,-15.099
142.036,-15.101
142.02,-15.104
142.003,-15.106
141.986,-15.108
141.97,-15.111
141.767,-15.139
141.75,-15.141
141.733,-15.144
141.716,-15.146
141.699,-15.149
141.682,-15.151
142.63,-15.003
142.615,-15.005
142.44,-15.03
142.28,-15.053
142.067,-15.083
142.051,-15.085
142.001,-15.092
141.833,-15.115
141.782,-15.122
141.765,-15.125
141.748,-15.127
141.714,-15.132
141.697,-15.134
141.68,-15.137
144.482,-14.719
142.691,-14.98
142.628,-14.989
142.597,-14.994
142.422,-15.018
142.326,-15.032
142.31,-15.034
142.098,-15.064
142.082,-15.066
141.966,-15.082
141.848,-15.099
141.831,-15.101
141.763,-15.11
141.746,-15.113
141.712,-15.117
141.695,-15.12
141.678,-15.122
143.058,-14.914
143.043,-14.916
143.028,-14.918
142.875,-14.94
142.704,-14.964
142.689,-14.967
142.484,-14.995
142.34,-15.016
142.324,-15.018
142.308,-15.02
142.292,-15.022
142.276,-15.025
142.243,-15.029
141.947,-15.07
141.93,-15.073
141.863,-15.082
141.829,-15.086
141.761,-15.096
141.744,-15.098
141.71,-15.103
143.132,-14.889
142.995,-14.909
142.98,-14.911
142.949,-14.915
142.934,-14.918
142.687,-14.953
142.655,-14.957
142.64,-14.959
142.624,-14.961
142.608,-14.964
142.306,-15.006
142.29,-15.008
142.274,-15.01
142.061,-15.04
141.978,-15.051
141.961,-15.054
141.945,-15.056
141.928,-15.058
141.861,-15.067
141.776,-15.079
141.759,-15.081
141.742,-15.084
143.235,-14.861
142.932,-14.904
142.824,-14.919
142.747,-14.93
142.716,-14.934
142.685,-14.939
142.638,-14.945
142.464,-14.97
142.32,-14.99
142.304,-14.992
142.288,-14.994
142.271,-14.996
141.943,-15.042
141.926,-15.044
141.859,-15.053
141.842,-15.055
141.791,-15.062
141.74,-15.069
144.766,-14.623
142.938,-14.894
142.923,-14.896
142.815,-14.911
142.722,-14.925
142.644,-14.936
142.359,-14.977
142.343,-14.979
142.327,-14.982
142.311,-14.984
142.295,-14.986
142.263,-14.991
141.951,-15.035
141.934,-15.038
141.85,-15.049
141.833,-15.052
141.816,-15.054
141.799,-15.057
141.765,-15.061
141.748,-15.064
143.149,-14.849
143.058,-14.862
142.936,-14.88
142.921,-14.882
142.89,-14.887
142.875,-14.889
142.798,-14.9
142.751,-14.907
142.437,-14.952
142.389,-14.958
142.357,-14.963
142.341,-14.965
142.325,-14.968
142.309,-14.97
142.293,-14.972
142.277,-14.974
142.261,-14.977
142.244,-14.979
142.098,-15.0
142.032,-15.009
141.949,-15.021
141.932,-15.023
141.915,-15.026
141.865,-15.033
141.848,-15.035
141.831,-15.037
141.814,-15.04
141.78,-15.045
141.763,-15.047
143.177,-14.831
143.131,-14.838
143.041,-14.851
143.025,-14.853
142.934,-14.866
142.919,-14.868
142.687,-14.902
142.656,-14.906
142.64,-14.908
142.609,-14.913
142.451,-14.935
142.435,-14.938
142.387,-14.944
142.371,-14.947
142.355,-14.949
142.307,-14.956
142.291,-14.958
142.275,-14.96
142.259,-14.963
142.226,-14.967
142.013,-14.997
141.996,-15.0
141.98,-15.002
141.963,-15.004
141.829,-15.023
141.812,-15.025
141.795,-15.028
141.778,-15.03
141.761,-15.033
141.727,-15.037
141.693,-15.042
143.324,-14.796
143.205,-14.813
143.008,-14.841
142.947,-14.85
142.575,-14.903
142.465,-14.919
142.417,-14.926
142.385,-14.93
142.369,-14.933
142.305,-14.942
142.256,-14.949
142.224,-14.953
142.011,-14.983
141.994,-14.985
141.844,-15.006
141.827,-15.009
141.81,-15.011
141.793,-15.013
141.776,-15.016
141.759,-15.018
141.691,-15.028
141.674,-15.03
143.322,-14.782
142.93,-14.839
142.915,-14.841
142.822,-14.854
142.807,-14.856
142.791,-14.858
142.745,-14.865
142.73,-14.867
142.714,-14.87
142.698,-14.872
142.683,-14.874
142.636,-14.881
142.62,-14.883
142.605,-14.885
142.589,-14.887
142.573,-14.89
142.558,-14.892
142.399,-14.914
142.383,-14.916
141.808,-14.997
141.791,-14.999
141.774,-15.001
141.757,-15.004
141.723,-15.008
141.672,-15.015
143.2,-14.786
143.14,-14.795
142.989,-14.816
142.974,-14.818
142.943,-14.823
142.928,-14.825
142.851,-14.836
142.727,-14.853
142.712,-14.856
142.696,-14.858
142.681,-14.86
142.665,-14.862
142.65,-14.865
142.571,-14.876
142.555,-14.878
141.806,-14.982
141.789,-14.985
141.772,-14.987
141.755,-14.989
141.721,-14.994
143.168,-14.777
142.971,-14.805
142.941,-14.809
142.926,-14.811
142.756,-14.835
142.741,-14.837
142.725,-14.84
142.71,-14.842
142.694,-14.844
142.648,-14.851
142.632,-14.853
142.569,-14.862
142.474,-14.875
142.459,-14.877
142.395,-14.886
141.821,-14.966
141.804,-14.968
141.787,-14.97
141.77,-14.972
141.753,-14.975
141.736,-14.977
141.702,-14.982
144.063,-14.632
143.166,-14.763
142.939,-14.795
142.847,-14.808
142.723,-14.826
142.708,-14.828
142.692,-14.83
142.677,-14.832
142.661,-14.835
142.456,-14.863
142.441,-14.865
142.425,-14.868
142.409,-14.87
141.852,-14.947
141.835,-14.949
141.819,-14.951
141.802,-14.953
141.785,-14.956
141.768,-14.958
141.751,-14.96
141.734,-14.963
141.717,-14.965
141.7,-14.967
141.683,-14.97
141.665,-14.972
141.648,-14.974
144.097,-14.615
144.068,-14.619
143.187,-14.749
142.699,-14.82
142.683,-14.822
142.668,-14.825
142.574,-14.838
142.448,-14.856
142.4,-14.863
141.978,-14.923
141.844,-14.942
141.827,-14.945
141.81,-14.947
141.793,-14.95
141.776,-14.952
141.76,-14.954
141.743,-14.957
141.726,-14.959
141.708,-14.962
141.691,-14.964
141.674,-14.966
141.657,-14.969
144.095,-14.602
144.08,-14.604
144.066,-14.606
142.728,-14.802
142.572,-14.824
142.54,-14.829
142.446,-14.842
142.398,-14.849
142.009,-14.905
141.842,-14.928
141.808,-14.933
141.791,-14.935
141.774,-14.938
141.757,-14.94
141.74,-14.942
141.723,-14.945
141.706,-14.947
141.689,-14.949
141.655,-14.954
141.638,-14.957
144.092,-14.588
144.078,-14.59
144.064,-14.593
142.648,-14.799
142.507,-14.819
142.428,-14.831
141.806,-14.918
141.789,-14.921
141.772,-14.923
141.755,-14.925
141.738,-14.928
141.721,-14.93
141.687,-14.935
141.636,-14.942
142.662,-14.783
142.646,-14.785
141.804,-14.904
141.787,-14.906
141.77,-14.909
141.753,-14.911
141.736,-14.913
141.719,-14.916
141.702,-14.918
141.685,-14.921
141.634,-14.928
142.722,-14.76
142.628,-14.774
142.613,-14.776
142.597,-14.778
141.836,-14.885
141.768,-14.894
141.751,-14.897
141.734,-14.899
141.717,-14.901
141.7,-14.904
141.683,-14.906
141.666,-14.908
141.649,-14.911
142.843,-14.729
142.735,-14.744
142.72,-14.747
142.485,-14.78
141.766,-14.88
141.749,-14.882
141.732,-14.885
141.715,-14.887
141.698,-14.889
141.664,-14.894
141.647,-14.896
142.948,-14.7
142.933,-14.702
142.671,-14.739
142.483,-14.766
141.882,-14.849
141.764,-14.865
141.747,-14.868
141.73,-14.87
141.713,-14.872
141.696,-14.875
141.645,-14.882
141.627,-14.884
141.61,-14.886
134.184,-15.767
142.622,-14.732
142.257,-14.783
142.046,-14.812
142.029,-14.815
142.013,-14.817
141.996,-14.819
141.796,-14.846
141.779,-14.849
141.711,-14.858
142.952,-14.676
142.675,-14.716
142.232,-14.78
142.151,-14.791
141.987,-14.815
141.821,-14.838
141.804,-14.841
141.787,-14.843
144.171,-14.482
144.157,-14.485
142.935,-14.664
142.735,-14.693
142.166,-14.775
142.002,-14.798
141.886,-14.814
141.819,-14.824
141.802,-14.826
144.183,-14.467
144.155,-14.471
142.948,-14.649
142.933,-14.651
142.749,-14.677
142.147,-14.763
142.131,-14.765
142.115,-14.768
141.833,-14.807
141.817,-14.809
141.766,-14.817
141.749,-14.819
134.175,-15.758
144.196,-14.451
144.167,-14.456
144.152,-14.458
142.591,-14.686
141.898,-14.783
141.882,-14.786
141.831,-14.793
141.798,-14.797
141.781,-14.8
141.764,-14.802
141.747,-14.805
144.208,-14.436
144.179,-14.44
144.165,-14.442
142.159,-14.732
141.896,-14.769
141.879,-14.771
141.796,-14.783
141.762,-14.788
141.745,-14.79
141.728,-14.792
144.234,-14.418
144.191,-14.425
144.163,-14.429
142.789,-14.629
142.026,-14.736
141.894,-14.755
141.777,-14.771
141.76,-14.773
141.743,-14.776
132.007,-15.899
131.982,-15.901
144.189,-14.411
144.175,-14.414
144.132,-14.42
142.955,-14.591
142.522,-14.653
142.139,-14.706
141.758,-14.759
132.004,-15.872
131.98,-15.874
144.202,-14.396
144.187,-14.398
144.158,-14.402
142.723,-14.61
142.661,-14.619
142.25,-14.677
142.185,-14.686
142.022,-14.708
144.193,-14.385
144.178,-14.387
142.714,-14.602
142.668,-14.609
142.543,-14.627
142.194,-14.677
142.129,-14.686
141.899,-14.719
141.782,-14.736
144.205,-14.369
144.19,-14.371
144.176,-14.373
143.656,-14.451
142.192,-14.663
142.175,-14.665
142.159,-14.668
142.078,-14.679
142.012,-14.689
141.796,-14.719
141.78,-14.721
141.763,-14.724
132.002,-15.904
131.978,-15.906
144.203,-14.356
144.188,-14.358
142.157,-14.654
142.141,-14.656
135.598,-15.495
132.0,-15.877
131.975,-15.879
144.215,-14.34
144.201,-14.342
142.139,-14.642
141.826,-14.686
141.792,-14.69
135.595,-15.473
144.27,-14.318
144.213,-14.327
142.629,-14.558
142.072,-14.637
141.957,-14.653
141.79,-14.676
132.906,-15.734
132.884,-15.736
142.07,-14.623
132.861,-15.713
132.839,-15.715
142.84,-14.5
142.733,-14.515
133.715,-15.604
142.746,-14.499
141.631,-14.654
142.888,-14.455
141.79,-14.612
141.621,-14.636
132.852,-15.713
132.831,-15.715
143.112,-14.409
141.619,-14.622
141.617,-14.607
133.648,-15.579
133.61,-15.583
141.898,-14.539
142.38,-14.443
141.911,-14.508
142.481,-14.42
142.355,-14.438
142.557,-14.395
141.628,-14.498
132.977,-15.543
143.204,-14.26
141.643,-14.481
133.702,-15.444
141.556,-14.478
142.358,-14.352
133.696,-15.395
143.198,-14.219
141.586,-14.445
141.577,-14.442
142.886,-14.24
142.841,-14.246
141.575,-14.427
141.573,-14.413
133.706,-15.387
133.688,-15.389
141.706,-14.38
141.588,-14.396
141.554,-14.401
142.804,-14.21
141.603,-14.379
141.586,-14.382
141.569,-14.384
141.552,-14.386
142.923,-14.179
141.7,-14.336
141.698,-14.322
141.681,-14.324
141.664,-14.327
141.647,-14.329
141.597,-14.336
142.79,-14.16
141.724,-14.313
141.673,-14.32
141.657,-14.323
141.64,-14.325
142.863,-14.135
141.705,-14.301
141.671,-14.306
141.621,-14.313
141.604,-14.315
141.686,-14.289
141.619,-14.299
141.602,-14.301
142.676,-14.134
141.734,-14.268
141.617,-14.284
141.6,-14.286
141.614,-14.27
141.713,-14.241
141.646,-14.251
142.959,-14.051
141.661,-14.234
141.644,-14.236
141.627,-14.239
141.792,-14.201
141.743,-14.208
141.659,-14.22
141.642,-14.222
141.784,-14.197
141.767,-14.199
141.717,-14.206
141.667,-14.214
141.65,-14.216
142.945,-14.015
141.732,-14.19
141.715,-14.192
141.698,-14.194
141.665,-14.199
141.648,-14.202
142.928,-14.004
142.609,-14.05
141.713,-14.178
141.696,-14.18
141.68,-14.183
141.663,-14.185
141.646,-14.187
141.612,-14.192
141.728,-14.161
141.711,-14.163
141.694,-14.166
141.678,-14.168
141.644,-14.173
142.651,-14.016
141.709,-14.149
141.692,-14.151
141.675,-14.154
141.659,-14.156
141.724,-14.132
141.707,-14.135
141.69,-14.137
141.673,-14.139
141.657,-14.142
141.688,-14.123
141.671,-14.125
141.655,-14.127
141.703,-14.106
141.686,-14.108
141.669,-14.111
141.652,-14.113
141.636,-14.115
141.602,-14.12
