Lons,Lats
148.635986328125,-23.352170944213867
150.08799743652344,-23.098831176757812
148.6346893310547,-23.34535789489746
146.97238159179688,-23.58742904663086
149.72540283203125,-23.134029388427734
149.72396850585938,-23.12696075439453
149.8253936767578,-22.956985473632812
150.3679962158203,-22.847515106201172
145.98789978027344,-23.34319496154785
145.99440002441406,-23.335369110107422
145.98675537109375,-23.336483001708984
149.66531372070312,-22.535886764526367
149.66392517089844,-22.528783798217773
147.36312866210938,-22.82568359375
147.3619384765625,-22.819005966186523
147.3543701171875,-22.820186614990234
146.5787811279297,-22.938785552978516
146.57762145996094,-22.93211555480957
150.05599975585938,-22.187837600708008
149.31201171875,-22.15510368347168
149.31065368652344,-22.148067474365234
147.81683349609375,-22.394794464111328
149.30087280273438,-22.14246940612793
147.71780395507812,-22.37164878845215
147.7422332763672,-22.33322525024414
147.61170959472656,-22.305578231811523
147.70864868164062,-22.278522491455078
145.87086486816406,-22.469497680664062
145.86328125,-22.470605850219727
145.86972045898438,-22.462810516357422
145.8621368408203,-22.463918685913086
145.37844848632812,-22.52294158935547
145.37069702148438,-22.524063110351562
145.36959838867188,-22.517301559448242
149.36534118652344,-21.879276275634766
149.3639678955078,-21.8721981048584
147.6819305419922,-22.133258819580078
149.1449737548828,-21.865577697753906
149.40284729003906,-21.799772262573242
132.358154296875,-23.72269630432129
149.40147399902344,-21.79267120361328
147.5597381591797,-22.064836502075195
132.36558532714844,-23.732770919799805
132.350830078125,-23.73369598388672
132.39031982421875,-23.659862518310547
132.37564086914062,-23.66073226928711
132.38536071777344,-23.65705108642578
132.37071228027344,-23.657997131347656
149.37684631347656,-21.609243392944336
147.7745819091797,-21.604787826538086
147.83395385742188,-21.494264602661133
147.3920135498047,-21.522775650024414
147.87765502929688,-21.385860443115234
131.67808532714844,-23.037418365478516
131.66204833984375,-23.03830337524414
131.66964721679688,-23.03843879699707
131.6536102294922,-23.039419174194336
147.96490478515625,-21.078386306762695
147.94813537597656,-21.074106216430664
147.89915466308594,-21.068084716796875
147.90565490722656,-21.06003761291504
147.9041748046875,-21.05003547668457
147.8964385986328,-21.0512752532959
148.41993713378906,-20.94536590576172
147.45164489746094,-21.03205108642578
147.77313232421875,-20.941593170166016
147.57028198242188,-20.953134536743164
147.2520751953125,-21.003528594970703
147.73379516601562,-20.89914321899414
146.9761199951172,-21.012401580810547
147.44017028808594,-20.92540168762207
146.41204833984375,-21.066621780395508
145.8256378173828,-21.11384391784668
146.5501708984375,-20.983963012695312
145.80734252929688,-21.096017837524414
147.08319091796875,-20.880807876586914
147.07571411132812,-20.881982803344727
147.03707885742188,-20.88117790222168
146.15234375,-21.017070770263672
147.05087280273438,-20.872135162353516
147.04339599609375,-20.87330436706543
147.0947723388672,-20.86003875732422
147.0872802734375,-20.861209869384766
146.74896240234375,-20.8998966217041
147.12123107910156,-20.835268020629883
146.46438598632812,-20.929872512817383
145.7469024658203,-21.010618209838867
146.00511169433594,-20.958351135253906
146.4552001953125,-20.876550674438477
148.5439453125,-20.535371780395508
145.70806884765625,-20.96338653564453
146.61253356933594,-20.819841384887695
146.2184295654297,-20.87309455871582
146.26800537109375,-20.851905822753906
147.06761169433594,-20.708189010620117
146.1164093017578,-20.854328155517578
147.03646850585938,-20.706186294555664
146.72329711914062,-20.754825592041016
146.7158660888672,-20.7559757232666
145.5272674560547,-20.93533706665039
146.1141357421875,-20.84099578857422
147.17189025878906,-20.643583297729492
147.04437255859375,-20.663698196411133
147.65118408203125,-20.528167724609375
147.602783203125,-20.52198028564453
146.42233276367188,-20.68592071533203
147.64910888671875,-20.47277069091797
145.51321411132812,-20.801822662353516
147.14378356933594,-20.528118133544922
146.33267211914062,-20.653305053710938
146.44027709960938,-20.61636734008789
147.07666015625,-20.497318267822266
147.67079162597656,-20.37517738342285
146.16590881347656,-20.610265731811523
147.4847869873047,-20.39116096496582
147.4619598388672,-20.394805908203125
145.70413208007812,-20.665813446044922
147.366455078125,-20.38477897644043
146.0618133544922,-20.57931137084961
147.4171600341797,-20.362903594970703
146.868408203125,-20.448976516723633
146.8821563720703,-20.439977645874023
146.81393432617188,-20.443723678588867
146.23590087890625,-20.532438278198242
146.03121948242188,-20.488222122192383
146.03726196289062,-20.481996536254883
146.19020080566406,-20.445171356201172
146.00831604003906,-20.445350646972656
146.0811004638672,-20.427522659301758
145.34486389160156,-20.530447006225586
146.06405639648438,-20.41642951965332
145.31158447265625,-20.514738082885742
145.67262268066406,-20.387393951416016
146.30374145507812,-20.264854431152344
146.1549530029297,-20.280683517456055
146.23388671875,-20.255001068115234
146.1416473388672,-20.25002670288086
146.27392578125,-20.18204116821289
145.98455810546875,-20.171287536621094
140.72039794921875,-20.85746192932129
146.25054931640625,-20.091022491455078
146.2357940673828,-20.09327507019043
140.72706604003906,-20.848278045654297
140.7192840576172,-20.849224090576172
146.34304809570312,-20.056360244750977
146.1856231689453,-19.891597747802734
146.0293426513672,-19.860689163208008
133.2188262939453,-21.258358001708984
145.88153076171875,-19.78889274597168
145.81527709960938,-19.79887580871582
145.7858428955078,-19.80330467224121
145.8068084716797,-19.793317794799805
145.7994384765625,-19.794424057006836
145.73316955566406,-19.804378509521484
146.78677368164062,-19.636077880859375
146.7793426513672,-19.63724136352539
145.84249877929688,-19.781108856201172
145.80569458007812,-19.786651611328125
145.73204040527344,-19.797710418701172
145.88552856445312,-19.76778793334961
145.73829650878906,-19.789936065673828
145.83291625976562,-19.76888656616211
145.75927734375,-19.77995491027832
145.76553344726562,-19.77218246459961
145.75816345214844,-19.773286819458008
145.75079345703125,-19.774389266967773
145.72747802734375,-19.772180557250977
145.71273803710938,-19.774394989013672
145.7042694091797,-19.768831253051758
145.90187072753906,-19.732219696044922
145.7326202392578,-19.757736206054688
145.89340209960938,-19.726667404174805
145.7756805419922,-19.74442481994629
145.73150634765625,-19.751068115234375
145.7598419189453,-19.739973068237305
145.6862030029297,-19.751035690307617
145.8396759033203,-19.721115112304688
145.7366485595703,-19.73662567138672
139.4246063232422,-20.575456619262695
145.82383728027344,-19.71666717529297
145.80177307128906,-19.719993591308594
145.72079467773438,-19.73217010498047
139.42349243164062,-20.566543579101562
145.79330444335938,-19.714435577392578
145.77857971191406,-19.716650009155273
145.6681365966797,-19.733234405517578
139.42236328125,-20.55762481689453
139.41311645507812,-20.558685302734375
139.40383911132812,-20.559749603271484
139.39456176757812,-20.560800552368164
145.75538635253906,-19.71330451965332
145.74803161621094,-19.71441078186035
139.42124938964844,-20.54871368408203
139.4293670654297,-20.538761138916016
139.43746948242188,-20.528818130493164
145.6636962890625,-19.706552505493164
145.6773223876953,-19.697675704956055
145.66146850585938,-19.69321060180664
145.74134826660156,-19.674406051635742
145.6529998779297,-19.68764305114746
145.62979125976562,-19.684274673461914
145.5650634765625,-19.661449432373047
145.7700958251953,-19.62384605407715
145.8204345703125,-19.60942268371582
145.76898193359375,-19.61717987060547
145.80462646484375,-19.6049747467041
145.69430541992188,-19.62157440185547
145.6931915283203,-19.614906311035156
145.6858367919922,-19.616010665893555
145.5164031982422,-19.641353607177734
145.56690979003906,-19.62697982788086
145.5226593017578,-19.63357925415039
145.51528930664062,-19.634675979614258
145.6972198486328,-19.59379768371582
145.47177124023438,-19.600099563598633
142.09840393066406,-20.055326461791992
145.9527587890625,-19.501611709594727
141.81329345703125,-20.061649322509766
141.82862854003906,-20.028610229492188
145.53848266601562,-19.502470016479492
141.85589599609375,-20.009647369384766
145.62457275390625,-19.475929260253906
142.0465850830078,-19.947343826293945
142.03594970703125,-19.941064834594727
141.9495086669922,-19.952383041381836
141.9677276611328,-19.942298889160156
141.9580841064453,-19.943552017211914
141.9484405517578,-19.94481658935547
141.93878173828125,-19.946069717407227
142.08143615722656,-19.919803619384766
141.9086456298828,-19.942264556884766
145.3127899169922,-19.46251106262207
142.06134033203125,-19.91476058959961
142.04226684570312,-19.917236328125
145.4224395751953,-19.439302444458008
142.0602569580078,-19.90724754333496
142.03163146972656,-19.910953521728516
142.02207946777344,-19.912189483642578
142.0591583251953,-19.899730682373047
142.03054809570312,-19.90342140197754
142.02099609375,-19.90465545654297
142.0198974609375,-19.897125244140625
145.23333740234375,-19.440040588378906
145.22592163085938,-19.441133499145508
145.224853515625,-19.4344425201416
141.6536102294922,-19.91248321533203
141.0390625,-19.98786163330078
145.22265625,-19.421070098876953
141.99533081054688,-19.861881256103516
145.2584228515625,-19.410198211669922
141.99826049804688,-19.86901092529297
145.25732421875,-19.403518676757812
141.99717712402344,-19.861480712890625
141.05274963378906,-19.98419189453125
141.0310821533203,-19.98694610595703
141.99610900878906,-19.853933334350586
141.0732421875,-19.97347640991211
141.64291381835938,-19.892375946044922
141.01475524902344,-19.948394775390625
141.94163513183594,-19.814916610717773
141.93199157714844,-19.816164016723633
141.91160583496094,-19.81108856201172
141.8717803955078,-19.8084716796875
141.86207580566406,-19.809715270996094
141.8523406982422,-19.810951232910156
141.8426055908203,-19.812198638916016
141.86099243164062,-19.802122116088867
141.84152221679688,-19.80459976196289
140.98751831054688,-19.91111183166504
141.8306884765625,-19.798240661621094
141.81875610351562,-19.784263610839844
141.7991943359375,-19.786720275878906
141.7893829345703,-19.78795623779297
141.7795867919922,-19.789175033569336
141.77850341796875,-19.781557083129883
141.82089233398438,-19.78533363342285
141.81112670898438,-19.786617279052734
141.80136108398438,-19.78791046142578
141.7915802001953,-19.789203643798828
141.78179931640625,-19.790491104125977
141.78073120117188,-19.782875061035156
141.76983642578125,-19.776540756225586
141.7687530517578,-19.768917083740234
141.7589569091797,-19.770191192626953
141.75787353515625,-19.762563705444336
145.44790649414062,-19.233055114746094
141.73602294921875,-19.74985122680664
141.73497009277344,-19.74220085144043
141.72401428222656,-19.735830307006836
141.7229461669922,-19.728191375732422
141.75137329101562,-19.716785430908203
141.7218475341797,-19.720542907714844
141.71200561523438,-19.721797943115234
141.74044799804688,-19.71040916442871
141.73062133789062,-19.71166229248047
141.72076416015625,-19.712905883789062
145.8374481201172,-19.133459091186523
145.8154754638672,-19.13678741455078
145.88539123535156,-19.10568618774414
141.5880126953125,-19.614322662353516
141.57801818847656,-19.615585327148438
133.8993377685547,-20.408098220825195
141.59690856933594,-19.605377197265625
141.57691955566406,-19.607881546020508
141.5947265625,-19.59001350402832
142.96005249023438,-19.387107849121094
142.958984375,-19.37995147705078
141.76568603515625,-19.508085250854492
133.8744354248047,-20.344362258911133
133.8638153076172,-20.345239639282227
134.23471069335938,-20.301448822021484
133.8626708984375,-20.332563400268555
134.76124572753906,-20.219768524169922
134.75198364257812,-20.220550537109375
144.96090698242188,-19.034330368041992
141.76026916503906,-19.470073699951172
145.78334045410156,-18.90491485595703
145.77601623535156,-18.906023025512695
141.7396697998047,-19.464927673339844
145.80459594726562,-18.895883560180664
145.7972869873047,-18.89699363708496
141.79241943359375,-19.466632843017578
141.76332092285156,-19.47049903869629
141.7536163330078,-19.471786499023438
145.810791015625,-18.888113021850586
145.80348205566406,-18.889223098754883
145.79617309570312,-18.89033317565918
141.89712524414062,-19.445037841796875
141.7427978515625,-19.465463638305664
141.75144958496094,-19.456575393676758
141.7222137451172,-19.460430145263672
141.7124481201172,-19.46170425415039
134.22903442382812,-20.29677391052246
145.89637756347656,-18.861446380615234
145.80857849121094,-18.874788284301758
145.80125427246094,-18.875898361206055
141.7406463623047,-19.45025062561035
141.7211456298828,-19.452804565429688
145.80746459960938,-18.868125915527344
145.80015563964844,-18.86923599243164
145.79283142089844,-18.870346069335938
134.75634765625,-20.22376251220703
145.79173278808594,-18.863683700561523
145.784423828125,-18.86479377746582
145.77711486816406,-18.865901947021484
141.67982482910156,-19.442670822143555
145.79061889648438,-18.85702133178711
145.78330993652344,-18.858129501342773
145.77598571777344,-18.859237670898438
144.90830993652344,-18.988801956176758
145.78952026367188,-18.850358963012695
145.78219604492188,-18.85146713256836
145.77488708496094,-18.852575302124023
141.89588928222656,-19.368410110473633
141.88633728027344,-19.369640350341797
141.89480590820312,-19.360870361328125
141.8756866455078,-19.363323211669922
141.86611938476562,-19.36454963684082
141.9032745361328,-19.352115631103516
141.87460327148438,-19.35577964782715
141.9021759033203,-19.344594955444336
141.8831024169922,-19.347013473510742
141.87351989746094,-19.348236083984375
141.89157104492188,-19.338266372680664
141.8820037841797,-19.3394832611084
141.9039764404297,-19.344701766967773
141.8849334716797,-19.347246170043945
141.87539672851562,-19.3485107421875
141.8933868408203,-19.33844566345215
141.88385009765625,-19.339704513549805
134.7560272216797,-20.00178337097168
134.746826171875,-20.00263786315918
144.8662872314453,-18.77918243408203
134.74569702148438,-19.990657806396484
134.7364959716797,-19.991498947143555
134.5367431640625,-19.973024368286133
134.52725219726562,-19.973865509033203
134.51773071289062,-19.974706649780273
133.6739501953125,-20.03432846069336
144.87657165527344,-18.704280853271484
142.22006225585938,-19.079864501953125
144.8681182861328,-18.69866371154785
142.21897888183594,-19.07249641418457
133.67654418945312,-20.033132553100586
144.859619140625,-18.693063735961914
145.2196807861328,-18.63277244567871
145.21234130859375,-18.633867263793945
145.20501708984375,-18.63496208190918
145.17453002929688,-18.632726669311523
133.640625,-19.99762535095215
133.6394805908203,-19.984827041625977
144.71731567382812,-18.65897560119629
142.29884338378906,-18.98682975769043
142.30679321289062,-18.97829818725586
142.29779052734375,-18.97948455810547
145.13668823242188,-18.536998748779297
145.1293487548828,-18.5380916595459
145.1219940185547,-18.539188385009766
145.11465454101562,-18.540283203125
145.1135711669922,-18.533601760864258
144.92950439453125,-18.560884475708008
144.92735290527344,-18.5474910736084
145.1364288330078,-18.489187240600586
140.78575134277344,-18.940298080444336
140.76406860351562,-18.942922592163086
140.7692108154297,-18.957012176513672
140.76812744140625,-18.94900894165039
140.75729370117188,-18.950407028198242
140.81991577148438,-18.926109313964844
140.7983856201172,-18.92885971069336
140.7864990234375,-18.922250747680664
140.7518310546875,-18.910369873046875
140.6644744873047,-18.921358108520508
140.71701049804688,-18.8984375
140.71591186523438,-18.890409469604492
145.36114501953125,-18.219032287597656
145.36734008789062,-18.211271286010742
145.36004638671875,-18.212366104125977
145.35276794433594,-18.213459014892578
144.36328125,-18.358789443969727
145.3585662841797,-18.20716094970703
145.35748291015625,-18.20049476623535
144.37623596191406,-18.34592628479004
145.35638427734375,-18.193828582763672
144.3569793701172,-18.272720336914062
142.21615600585938,-18.56795883178711
142.20716857910156,-18.56914520263672
142.1981658935547,-18.570327758789062
140.4596710205078,-18.790462493896484
142.19711303710938,-18.562976837158203
142.1881103515625,-18.564165115356445
140.26849365234375,-18.80523681640625
140.26077270507812,-18.806163787841797
145.43801879882812,-18.09958839416504
142.18704223632812,-18.556814193725586
140.76402282714844,-18.73691749572754
140.75323486328125,-18.73824119567871
140.42739868164062,-18.77779769897461
140.4123077392578,-18.779617309570312
140.25967407226562,-18.79792022705078
140.25193786621094,-18.798845291137695
145.40777587890625,-18.09731101989746
142.22190856933594,-18.54477310180664
142.20394897460938,-18.547115325927734
142.19496154785156,-18.548290252685547
140.7413330078125,-18.731563568115234
142.20677185058594,-18.551258087158203
142.1977996826172,-18.552480697631836
142.22364807128906,-18.541475296020508
142.2146759033203,-18.54270362854004
142.20571899414062,-18.543912887573242
142.1967315673828,-18.545135498046875
140.7571258544922,-18.73595428466797
140.74635314941406,-18.737348556518555
140.42835998535156,-18.77813148498535
140.26869201660156,-18.798429489135742
140.26100158691406,-18.799396514892578
140.25331115722656,-18.800378799438477
142.213623046875,-18.535356521606445
140.7560272216797,-18.727968215942383
140.73446655273438,-18.73073959350586
140.43478393554688,-18.769023895263672
140.42726135253906,-18.76998519897461
140.25990295410156,-18.791162490844727
140.25221252441406,-18.792131423950195
145.40382385253906,-18.071557998657227
140.73336791992188,-18.722749710083008
140.25111389160156,-18.78387451171875
140.24339294433594,-18.784854888916016
140.72146606445312,-18.71613311767578
140.25001525878906,-18.7756404876709
140.2423095703125,-18.776596069335938
143.08338928222656,-18.39398193359375
143.0905303955078,-18.38581657409668
143.08233642578125,-18.386947631835938
139.209228515625,-18.885019302368164
143.09765625,-18.377649307250977
139.18898010253906,-18.86945915222168
144.92234802246094,-18.10256004333496
144.79730224609375,-18.121015548706055
141.2078399658203,-18.614051818847656
141.18756103515625,-18.616636276245117
141.19662475585938,-18.60757827758789
141.13551330566406,-18.615333557128906
141.20567321777344,-18.598529815673828
141.18539428710938,-18.601099014282227
141.1752166748047,-18.602384567260742
141.17413330078125,-18.5946102142334
141.16395568847656,-18.595890045166016
141.1537628173828,-18.597166061401367
141.18321228027344,-18.58555793762207
144.45838928222656,-18.13614845275879
141.18212890625,-18.577781677246094
141.17196655273438,-18.579050064086914
144.8203125,-18.076519012451172
144.30755615234375,-18.1509952545166
145.1195068359375,-18.026893615722656
141.18495178222656,-18.581119537353516
141.1748046875,-18.58245277404785
141.18386840820312,-18.573348999023438
141.17372131347656,-18.574682235717773
144.2744140625,-18.137968063354492
141.18280029296875,-18.565576553344727
141.16249084472656,-18.5682430267334
141.15232849121094,-18.569562911987305
141.17156982421875,-18.559139251708984
141.1614227294922,-18.560457229614258
144.25723266601562,-18.126636505126953
144.21852111816406,-18.125322341918945
144.18736267089844,-18.074413299560547
141.2012176513672,-18.476335525512695
144.2390594482422,-18.06007957458496
144.5497283935547,-17.996414184570312
141.131103515625,-18.472688674926758
141.0118865966797,-18.44046401977539
143.36402893066406,-18.11799430847168
139.94886779785156,-18.547962188720703
139.9557342529297,-18.53861427307129
139.94775390625,-18.53958511352539
144.84762573242188,-17.87708854675293
140.87103271484375,-18.418251037597656
139.94664001464844,-18.53119468688965
144.86854553222656,-17.867151260375977
144.86122131347656,-17.86823844909668
144.8538818359375,-17.869319915771484
144.8465576171875,-17.87040138244629
144.76576232910156,-17.882295608520508
144.8674774169922,-17.8604736328125
144.86013793945312,-17.861555099487305
144.85281372070312,-17.86263656616211
144.7646942138672,-17.87560272216797
144.7636260986328,-17.868907928466797
144.75625610351562,-17.869998931884766
140.96392822265625,-18.37957763671875
140.94210815429688,-18.374420166015625
142.74508666992188,-18.045372009277344
142.74609375,-18.046310424804688
144.41812133789062,-17.792949676513672
144.32130432128906,-17.807130813598633
144.40536499023438,-17.760395050048828
144.33091735839844,-17.771249771118164
144.39686584472656,-17.754749298095703
144.3671112060547,-17.759090423583984
144.3202667236328,-17.752117156982422
143.8577117919922,-17.80470848083496
142.85328674316406,-17.902263641357422
142.84503173828125,-17.903404235839844
142.83676147460938,-17.904558181762695
142.82740783691406,-17.898639678955078
142.86663818359375,-17.878753662109375
142.8004150390625,-17.88791847229004
142.79830932617188,-17.87374496459961
142.79725646972656,-17.866647720336914
142.83656311035156,-17.84680938720703
144.1597900390625,-17.6539306640625
142.82723999023438,-17.840864181518555
142.8106689453125,-17.843124389648438
144.53053283691406,-17.54682731628418
143.86444091796875,-17.64386558532715
144.49256896972656,-17.545549392700195
144.5494384765625,-17.523466110229492
144.5420684814453,-17.524547576904297
144.54837036132812,-17.51676368713379
144.53363037109375,-17.518922805786133
144.57675170898438,-17.50572967529297
144.56939697265625,-17.506811141967773
144.48831176757812,-17.51870346069336
144.57569885253906,-17.499025344848633
144.56832885742188,-17.50010871887207
144.49462890625,-17.510906219482422
144.48724365234375,-17.51198959350586
144.43955993652344,-17.452495574951172
144.00692749023438,-17.51563835144043
141.56130981445312,-17.832820892333984
142.533447265625,-17.69480323791504
141.56024169921875,-17.82529640197754
144.6403045654297,-17.388639450073242
141.568603515625,-17.816524505615234
141.55917358398438,-17.817768096923828
144.6319122314453,-17.383020401000977
144.64443969726562,-17.367473602294922
144.08119201660156,-17.449508666992188
143.01734924316406,-17.5994815826416
144.63604736328125,-17.361865997314453
144.00494384765625,-17.453529357910156
143.0626220703125,-17.571815490722656
144.652587890625,-17.32661247253418
144.40252685546875,-17.36355209350586
144.4888916015625,-17.337099075317383
144.3930206298828,-17.35120391845703
145.82044982910156,-17.0955753326416
